item_id,item_name,user_id,recommend,sentiment_analysis,rating
4000.0,Garry's Mod,ZePoatat,True,2,5
4000.0,Garry's Mod,recon931,True,2,5
4000.0,Garry's Mod,FabRainbro,True,2,5
4000.0,Garry's Mod,rangazprid3,True,2,5
4000.0,Garry's Mod,76561198086316431,True,2,5
4000.0,Garry's Mod,76561198091126167,True,1,3
4000.0,Garry's Mod,76561198087556976,True,2,5
4000.0,Garry's Mod,Sansomar,True,2,5
4000.0,Garry's Mod,saviscool,True,2,5
4000.0,Garry's Mod,seblyftw,True,2,5
4000.0,Garry's Mod,AzaZog,True,2,5
4000.0,Garry's Mod,76561198019644374,True,2,5
4000.0,Garry's Mod,76561198144440845,True,0,1
4000.0,Garry's Mod,elishabridge3,True,0,1
4000.0,Garry's Mod,76561198019297801,True,2,5
4000.0,Garry's Mod,76561198071907118,True,1,3
4000.0,Garry's Mod,laygittlefiggernaggot,True,2,5
4000.0,Garry's Mod,Skippy333,True,0,1
4000.0,Garry's Mod,BicepsAreGoneJustLikeSkins,True,2,5
4000.0,Garry's Mod,76561198062271200,True,2,5
4000.0,Garry's Mod,76561198070690126,True,1,3
4000.0,Garry's Mod,76561198043562907,True,1,3
4000.0,Garry's Mod,Sporial-Oriiius-Umbria,True,2,5
4000.0,Garry's Mod,76561198073873333,True,2,5
4000.0,Garry's Mod,76561198065655658,True,2,5
4000.0,Garry's Mod,76561198078205030,True,2,5
4000.0,Garry's Mod,TacozAreImmortality,True,2,5
4000.0,Garry's Mod,ErikCronin,True,2,5
4000.0,Garry's Mod,53112195114,True,2,5
4000.0,Garry's Mod,76561198087966210,True,2,5
4000.0,Garry's Mod,tomdownunder,True,2,5
4000.0,Garry's Mod,76561198042246940,True,2,5
4000.0,Garry's Mod,DerpyMineTurtle,True,0,1
4000.0,Garry's Mod,bongsweremadebybongocomics,True,2,5
4000.0,Garry's Mod,AssassinOfTruth,True,0,1
4000.0,Garry's Mod,blackviper8881,True,0,1
4000.0,Garry's Mod,ultrabrightgaming,True,2,5
4000.0,Garry's Mod,whiplash_J,True,0,1
4000.0,Garry's Mod,76561198085267385,True,1,3
4000.0,Garry's Mod,AncestorSiezzz,True,0,1
4000.0,Garry's Mod,76561198018138686,True,1,3
4000.0,Garry's Mod,dopeywhitefrost,True,1,3
4000.0,Garry's Mod,paulomilitao,True,2,5
4000.0,Garry's Mod,76561198084723982,True,2,5
4000.0,Garry's Mod,patpat14,True,2,5
4000.0,Garry's Mod,76561198044521862,True,0,1
4000.0,Garry's Mod,76561198064174945,True,2,5
4000.0,Garry's Mod,8498521623,True,1,3
4000.0,Garry's Mod,SWu3da9W,True,0,1
4000.0,Garry's Mod,yeannahwayno,True,2,5
4000.0,Garry's Mod,Gabo9,True,0,1
4000.0,Garry's Mod,EverythingSpot,True,2,5
4000.0,Garry's Mod,SakurasouNo,True,0,1
4000.0,Garry's Mod,76561198079653655,True,1,3
4000.0,Garry's Mod,76561198079709365,True,1,3
4000.0,Garry's Mod,76561198101219872,True,1,3
4000.0,Garry's Mod,lambofreak4ever,True,0,1
4000.0,Garry's Mod,76561198054209522,True,2,5
4000.0,Garry's Mod,76561198095322616,True,0,1
4000.0,Garry's Mod,QuirkyChicken,True,2,5
4000.0,Garry's Mod,76561198092674729,True,1,3
4000.0,Garry's Mod,28042005,True,1,3
4000.0,Garry's Mod,AD51,True,2,5
4000.0,Garry's Mod,OnlyOneJob,True,0,1
4000.0,Garry's Mod,minecraftfan367,True,0,1
4000.0,Garry's Mod,LyfeCookie,True,2,5
4000.0,Garry's Mod,rebelsuprising,True,2,5
4000.0,Garry's Mod,terralark,True,2,5
4000.0,Garry's Mod,tuna168,True,1,3
4000.0,Garry's Mod,B1xG7,True,2,5
4000.0,Garry's Mod,FastAsACheetah,True,0,1
4000.0,Garry's Mod,MoneyMaster55,True,2,5
4000.0,Garry's Mod,76561198090506712,True,1,3
4000.0,Garry's Mod,76561198093209097,True,1,3
4000.0,Garry's Mod,76561197980617560,True,2,5
4000.0,Garry's Mod,76561198046669472,True,2,5
4000.0,Garry's Mod,adobeflash,True,2,5
4000.0,Garry's Mod,1850172512752815,True,1,3
4000.0,Garry's Mod,7Kira,True,1,3
4000.0,Garry's Mod,76561198120526129,True,2,5
4000.0,Garry's Mod,portal00,True,2,5
4000.0,Garry's Mod,76561198089434180,True,2,5
4000.0,Garry's Mod,76561198063951820,True,2,5
4000.0,Garry's Mod,76561198055334207,True,2,5
4000.0,Garry's Mod,76561198094410284,True,2,5
4000.0,Garry's Mod,Cjixeres,True,2,5
4000.0,Garry's Mod,76561198088213120,True,2,5
4000.0,Garry's Mod,76561198083939925,True,1,3
4000.0,Garry's Mod,76561198085568434,True,1,3
4000.0,Garry's Mod,76561198047117090,True,1,3
4000.0,Garry's Mod,AsherFatin,True,2,5
4000.0,Garry's Mod,09879655452567,True,2,5
4000.0,Garry's Mod,therandomdood,True,0,1
4000.0,Garry's Mod,stopreadingthisthing,True,1,3
4000.0,Garry's Mod,NewandImprovedDashie,True,2,5
4000.0,Garry's Mod,120488700,True,0,1
4000.0,Garry's Mod,ForTheLolz7,True,2,5
4000.0,Garry's Mod,76561198088531324,True,2,5
4000.0,Garry's Mod,7656119804296544,True,1,3
4000.0,Garry's Mod,76561198035227874,True,0,1
4000.0,Garry's Mod,kt7580,True,1,3
4000.0,Garry's Mod,BovJohn,True,0,1
4000.0,Garry's Mod,76561198073787527,True,0,1
4000.0,Garry's Mod,negrosarcastico,True,2,5
4000.0,Garry's Mod,cheesywaffleburger,True,0,1
4000.0,Garry's Mod,chokadokada,True,1,3
4000.0,Garry's Mod,76561198097058965,True,0,1
4000.0,Garry's Mod,76561198089683053,True,0,1
4000.0,Garry's Mod,666slayerr666,True,0,1
4000.0,Garry's Mod,AdvancedUnit,True,2,5
4000.0,Garry's Mod,ninjamonkey901,True,1,3
4000.0,Garry's Mod,Corvus_bellator,True,2,5
4000.0,Garry's Mod,pranav69,True,2,5
4000.0,Garry's Mod,SiteYouAreEll,True,1,3
4000.0,Garry's Mod,DajTh3Dj,True,1,3
4000.0,Garry's Mod,76561198095226942,True,1,3
4000.0,Garry's Mod,imdeadset,True,2,5
4000.0,Garry's Mod,debstup,True,2,5
4000.0,Garry's Mod,76561198060808593,True,2,5
4000.0,Garry's Mod,76561198084360124,True,0,1
4000.0,Garry's Mod,76561198082554293,True,1,3
4000.0,Garry's Mod,76561198074763222,True,1,3
4000.0,Garry's Mod,76561198122280156,True,2,5
4000.0,Garry's Mod,protodan2001,True,2,5
4000.0,Garry's Mod,Nuclueus,True,2,5
4000.0,Garry's Mod,76561198081992978,True,2,5
4000.0,Garry's Mod,76561198075427667,True,1,3
4000.0,Garry's Mod,DuarteFerreira12,True,1,3
4000.0,Garry's Mod,76561198088844664,True,2,5
4000.0,Garry's Mod,76561198084466412,True,1,3
4000.0,Garry's Mod,breakleaf,True,2,5
4000.0,Garry's Mod,L4N7Y8postalcode,True,2,5
4000.0,Garry's Mod,76561198044120729,True,2,5
4000.0,Garry's Mod,gamesgamer,True,1,3
4000.0,Garry's Mod,ninehcg,True,1,3
4000.0,Garry's Mod,JoinFaze,True,2,5
4000.0,Garry's Mod,76561198084293747,True,2,5
4000.0,Garry's Mod,76561198120738010,True,2,5
4000.0,Garry's Mod,Ownedyou96,True,0,1
4000.0,Garry's Mod,Fudgemuncher,True,2,5
4000.0,Garry's Mod,76561198085062072,False,0,0
